No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
1547, GP03-287314, Japanese Patent    Saint-Gobain (FR), 2008, A524100, 62.02, 8.8, 11.88, 15.03, 0.35, 1210.0, , 
1548, GP03-287315, Japanese Patent    Saint-Gobain (FR), 2008, A524100, 62.23, 9.18, 11.62, 14.69, 0.35, 1210.0, , 
1549, GP03-287316, Japanese Patent    Saint-Gobain (FR), 2008, A524100, 60.46, 9.56, 13.3, 16.17, 0.19, 1220.0, , 
1550, GP03-287317, Japanese Patent    Saint-Gobain (FR), 2008, A524100, 61.46, 9.16, 10.6, 16.33, 0.35, 1210.0, , 
1551, GP02-287922, US Patent, 2008, A0242527, 70.99, 1.03, 4.14, 9.07, 13.26, 1010.0, , 
1552, GP03-288159, European Patent    Owens Corning  (US), 2008, A1951633, 64.23, 11.18, 14.48, 9.33, 0.7, 1238.0, , 
1553, GP03-288160, European Patent    Owens Corning  (US), 2008, A1951633, 63.91, 11.19, 14.72, 9.48, 0.68, 1230.0, , 
1554, GP03-288162, European Patent    Owens Corning  (US), 2008, A1951633, 64.61, 12.08, 17.21, 5.32, 0.7, 1279.0, , 
1555, GP03-288165, European Patent    Owens Corning  (US), 2008, A1951633, 63.9, 10.43, 12.2, 12.69, 0.7, 1261.0, , 
1556, GP03-288166, European Patent    Owens Corning  (US), 2008, A1951633, 65.96, 9.97, 10.19, 12.4, 0.75, 1242.0, , 
1557, GP03-288167, European Patent    Owens Corning  (US), 2008, A1951633, 65.15, 9.97, 10.18, 13.22, 0.75, 1257.0, , 
1558, GP03-288168, European Patent    Owens Corning  (US), 2008, A1951633, 63.81, 11.11, 10.26, 13.32, 0.76, 1289.0, , 
1559, GP03-288169, European Patent    Owens Corning  (US), 2008, A1951634, 64.23, 11.18, 14.48, 9.33, 0.7, 1238.0, , 
1560, GP03-288170, European Patent    Owens Corning  (US), 2008, A1951634, 63.91, 11.19, 14.72, 9.48, 0.68, 1230.0, , 
1561, GP03-288172, European Patent    Owens Corning  (US), 2008, A1951634, 64.61, 12.08, 17.21, 5.32, 0.7, 1279.0, , 
1562, GP03-288175, European Patent    Owens Corning  (US), 2008, A1951634, 63.9, 10.43, 12.2, 12.69, 0.7, 1261.0, , 
1563, GP03-288176, European Patent    Owens Corning  (US), 2008, A1951634, 65.96, 9.97, 10.19, 12.4, 0.75, 1242.0, , 
1564, GP03-288177, European Patent    Owens Corning  (US), 2008, A1951634, 65.15, 9.97, 10.18, 13.22, 0.75, 1257.0, , 
1565, GP03-288178, European Patent    Owens Corning  (US), 2008, A1951634, 63.81, 11.11, 10.26, 13.32, 0.76, 1289.0, , 
1566, GP02-289519, Japanese Patent    Nippon Electric Glass (J), 2009, A084076, 73.9, 8.7, , , 13.0, 882.0, , 
1567, GP03-289835, Japanese Patent, 2009, A514772, 64.23, 11.18, 14.48, 9.33, 0.7, 1238.0, , 
1568, GP03-289836, Japanese Patent, 2009, A514772, 63.92, 11.19, 14.71, 9.48, 0.68, 1231.0, , 
1569, GP03-289838, Japanese Patent, 2009, A514772, 64.61, 12.08, 17.21, 5.32, 0.7, 1279.0, , 
1570, GP03-289841, Japanese Patent, 2009, A514772, 63.9, 10.43, 12.2, 12.69, 0.7, 1261.0, , 
1571, GP03-289842, Japanese Patent, 2009, A514772, 65.96, 9.97, 10.19, 12.4, 0.75, 1242.0, , 
1572, GP03-289843, Japanese Patent, 2009, A514772, 65.15, 9.97, 10.18, 13.22, 0.75, 1257.0, , 
1573, GP03-289844, Japanese Patent, 2009, A514772, 63.81, 11.11, 10.26, 13.32, 0.76, 1289.0, , 
1574, GP03-289845, Japanese Patent, 2009, A514773, 63.19, 11.46, 14.76, 9.61, 0.25, 1238.0, , 
1575, GP03-289846, Japanese Patent, 2009, A514773, 67.04, 9.12, 7.69, 14.37, 1.0, 1219.0, , 
1576, GP03-289847, Japanese Patent, 2009, A514773, 65.69, 11.3, 14.75, 7.67, 0.25, 1281.0, , 
1577, GP03-289848, Japanese Patent, 2009, A514773, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
1578, GP03-289849, Japanese Patent, 2009, A514773, 65.68, 12.1, 16.83, 4.4, 0.99, 1316.0, , 
1579, GP03-289850, Japanese Patent, 2009, A514773, 66.66, 11.62, 10.3, 10.02, 0.76, 1253.0, , 
1580, GP03-289851, Japanese Patent, 2009, A514773, 66.97, 9.11, 7.68, 15.46, , 1317.0, , 
1581, GP03-289852, Japanese Patent, 2009, A514773, 67.29, 9.15, 7.72, 13.87, 1.0, 1219.0, , 
1582, GP02-294048, US Patent    Saint-Gobain (FR), 2009, A0258776, 64.56, 1.15, 5.07, 11.56, 17.24, 1000.0, , 
1583, GP02-294049, US Patent    Saint-Gobain (FR), 2009, A0258776, 64.93, 0.58, 6.34, 11.44, 16.29, 1000.0, , 
1584, GP02-294052, US Patent    Saint-Gobain (FR), 2009, A0258776, 66.43, 0.53, 4.44, 8.61, 17.45, 960.0, , 
1585, GP02-294054, US Patent    Saint-Gobain (FR), 2009, A0258776, 66.42, 1.49, 4.44, 8.61, 17.44, 960.0, , 
1586, GP02-294056, US Patent    Saint-Gobain (FR), 2009, A0258776, 65.53, 1.46, 5.04, 9.37, 18.41, 950.0, , 
1587, GP03-294142, US Patent, 2009, A0286440, 61.71, 9.46, 11.96, 15.13, 0.36, 1210.0, , 
1588, GP03-294143, US Patent, 2009, A0286440, 61.43, 9.48, 12.68, 14.63, 0.36, 1210.0, , 
1589, GP03-294144, US Patent, 2009, A0286440, 62.24, 8.98, 11.92, 15.08, 0.36, 1210.0, , 
1590, GP03-294145, US Patent, 2009, A0286440, 62.01, 8.8, 11.88, 15.03, 0.36, 1210.0, , 
1591, GP03-294146, US Patent, 2009, A0286440, 62.23, 9.18, 11.61, 14.69, 0.36, 1210.0, , 
1592, GP03-294147, US Patent, 2009, A0286440, 60.45, 9.56, 13.3, 16.17, 0.2, 1220.0, , 
1593, GP03-294148, US Patent, 2009, A0286440, 61.49, 9.16, 10.6, 16.33, 0.35, 1210.0, , 
1594, GP03-294258, US Patent, 2009, A0312171, 60.65, 8.59, 4.47, 25.03, 0.8, 1136.0, , 
1595, GP02-294448, European Patent    Saint-Gobain (FR), 2009, A2094616, 64.89, 1.96, 3.42, 10.85, 17.88, 1000.0, , 
1596, GP02-294449, European Patent    Saint-Gobain (FR), 2009, A2094616, 65.84, 1.0, 4.31, 10.82, 17.03, 1000.0, , 
1597, GP02-294452, European Patent    Saint-Gobain (FR), 2009, A2094616, 66.15, 0.91, 2.97, 8.01, 17.93, 960.0, , 
1598, GP02-294454, European Patent    Saint-Gobain (FR), 2009, A2094616, 66.15, 2.52, 2.97, 8.01, 17.93, 960.0, , 
1599, GP02-294456, European Patent    Saint-Gobain (FR), 2009, A2094616, 65.9, 2.5, 3.4, 8.8, 19.1, 950.0, , 
1600, GP02-294566, European Patent    Pilkington (GB), 2009, A2134660, 71.32, 0.62, 5.9, 8.73, 12.72, 995.0, , 
1601, GP02-294567, European Patent    Pilkington (GB), 2009, A2134660, 74.78, 0.69, 0.03, 5.33, 15.1, 964.0, , 
1602, GP02-294569, European Patent    Pilkington (GB), 2009, A2134660, 74.51, 0.69, 0.03, 5.3, 15.04, 960.0, , 
1603, GP02-294570, European Patent    Pilkington (GB), 2009, A2134660, 74.25, 0.68, 0.03, 5.3, 14.98, 970.0, , 
1604, GP02-295833, Japanese Patent    Nippon Electric Glass (J), 2010, A059038, 67.3, 10.7, 6.4, , 13.5, 1100.0, , 
1605, GP03-295844, Japanese Patent    Ohara Inc. (J), 2010, A064921, 65.39, 15.73, 11.6, 2.38, , 1290.0, , 
1606, GP06-295845, Japanese Patent    Ohara Inc. (J), 2010, A064921, 62.88, 21.27, 7.46, 3.99, , 1300.0, , 
1607, GP06-295846, Japanese Patent    Ohara Inc. (J), 2010, A064921, 63.24, 20.24, 8.68, 3.74, , 1295.0, , 
1608, GP06-295847, Japanese Patent    Ohara Inc. (J), 2010, A064921, 74.04, 15.0, 3.45, 4.34, , 1295.0, , 
1609, GP06-295848, Japanese Patent    Ohara Inc. (J), 2010, A064921, 63.05, 14.47, 13.01, 4.91, , 1300.0, , 
1610, GP06-295849, Japanese Patent    Ohara Inc. (J), 2010, A064921, 63.39, 19.23, 8.75, 5.03, , 1290.0, , 
1611, GP06-295850, Japanese Patent    Ohara Inc. (J), 2010, A064921, 66.64, 15.79, 10.82, 4.78, , 1280.0, , 
1612, GP06-295851, Japanese Patent    Ohara Inc. (J), 2010, A064921, 66.91, 14.5, 12.07, 5.2, , 1190.0, , 
1613, GP06-295852, Japanese Patent    Ohara Inc. (J), 2010, A064921, 67.06, 15.23, 11.47, 3.53, , 1280.0, , 
1614, GP06-295853, Japanese Patent    Ohara Inc. (J), 2010, A064921, 65.01, 16.23, 9.85, 6.61, , 1260.0, , 
1615, GP06-296084, Japanese Patent    Nippon Electric Glass (J), 2010, A116276, 73.99, 8.67, , , 12.99, 882.0, , 
1616, GP02-296182, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 64.56, 1.15, 5.07, 11.56, 17.24, 1000.0, , 
1617, GP02-296183, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 64.93, 0.58, 6.34, 11.44, 16.29, 1000.0, , 
1618, GP02-296184, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 66.43, 0.53, 4.44, 8.61, 17.45, 960.0, , 
1619, GP02-296185, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 66.42, 1.49, 4.44, 8.61, 17.44, 960.0, , 
1620, GP02-296186, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 65.53, 1.46, 5.04, 9.37, 18.41, 950.0, , 
1621, GP02-296188, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 65.11, 1.71, 5.08, 9.45, 18.16, 950.0, , 
1622, GP02-296189, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 68.66, 1.35, 3.87, 9.09, 16.54, 960.0, , 
1623, GP02-296190, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 65.49, 1.29, 3.72, 11.11, 17.97, 980.0, , 
1624, GP02-296191, Japanese Patent    Saint-Gobain (FR), 2010, A503602, 64.37, 0.59, 5.04, 11.39, 17.92, 970.0, , 
1625, GP02-296535, US Patent    Nippon Electric Glass (J), 2010, A7687420, 73.85, 8.67, , , 13.04, 950.0, , 
1626, GP02-296792, US Patent    Pilkington (GB), 2010, A0040812, 71.32, 0.62, 5.9, 8.73, 12.72, 995.0, , 
1627, GP02-296793, US Patent    Pilkington (GB), 2010, A0040812, 74.78, 0.69, 0.03, 5.33, 15.1, 964.0, , 
1628, GP02-296795, US Patent    Pilkington (GB), 2010, A0040812, 74.51, 0.69, 0.03, 5.3, 15.04, 960.0, , 
1629, GP02-296796, US Patent    Pilkington (GB), 2010, A0040812, 74.25, 0.68, 0.03, 5.3, 14.98, 970.0, , 
1630, GP06-296866, US Patent    Owens Corning  (US), 2010, A0069220, 72.34, 13.59, 14.07, , , 1437.0, , 
